4 1.6666666667e+00 1.6666666667e+00 1 5 4 0 2 -1 1 -1
4 5.0000000000e+00 1.6666666667e+00 2 6 5 1 0 -1 2 -1
4 8.3333333333e+00 1.6666666667e+00 3 7 6 2 1 -1 0 -1
