2.000000e+02 5.030379e+09 5.000000e+11 1.200000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.000000e+02 5.030379e+09 5.000000e+11 4.640000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.000000e+02 5.030379e+09 5.000000e+11 6.720000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.000000e+02 5.030379e+09 5.000000e+11 4.620000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+03 5.030379e+09 5.000000e+11 1.600000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.200000e+03 5.030379e+09 5.000000e+11 3.000000e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.400000e+03 5.030379e+09 5.000000e+11 7.400000e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.600000e+03 5.030379e+09 5.000000e+11 2.000000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.800000e+03 5.030379e+09 5.000000e+11 3.880000e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.000000e+03 5.030379e+09 5.000000e+11 1.603600e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.200000e+03 5.030379e+09 5.000000e+11 5.978100e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
