0.05e5 5e1
0.10e5 5e1
0.15e5 5e1
0.20e5 5e1
0.25e5 5e1
0.30e5 5e1
0.35e5 5e1
0.40e5 5e1
0.45e5 5e1
0.50e5 5e1
0.55e5 5e1
0.60e5 5e1
0.65e5 5e1
0.70e5 5e1
0.75e5 5e1
0.80e5 5e1
0.85e5 5e1
0.90e5 5e1
0.95e5 5e1
1.00e5 5e1
1.05e5 5e1
1.10e5 5e1
1.15e5 5e1
1.20e5 5e1
1.25e5 5e1
1.30e5 5e1
1.35e5 5e1
1.40e5 5e1
1.45e5 5e1
1.50e5 5e1
1.55e5 5e1
1.60e5 5e1
1.65e5 5e1
1.70e5 5e1
1.75e5 5e1
1.80e5 5e1
1.85e5 5e1
1.90e5 5e1
1.95e5 5e1
2.00e5 5e1
2.05e5 5e1
2.10e5 5e1
2.15e5 5e1
2.20e5 5e1
2.25e5 5e1
2.30e5 5e1
2.35e5 5e1
2.40e5 5e1
2.45e5 5e1
2.50e5 5e1
2.55e5 5e1
2.60e5 5e1
2.65e5 5e1
2.70e5 5e1
2.75e5 5e1
2.80e5 5e1
2.85e5 5e1
2.90e5 5e1
2.95e5 5e1
