2.0266582874e+03 2.0510383891e+03
3.2876400580e+03 1.9312450305e+03
3.2627210000e+03 1.1398040000e+03
2.8269862830e+03 1.3914666102e+03
2.8269651531e+03 1.3996996223e+03
8.9697161859e+02 2.5792253894e+03
1.0605955946e+03 2.6406300080e+03
1.1958084821e+03 2.7201780303e+03
3.0280403671e+03 1.4380124289e+03
3.0293538126e+03 1.4353528665e+03
3.0266811597e+03 1.4407813479e+03
3.0251859950e+03 1.4440288419e+03
1.4797926871e+03 2.7140773655e+03
2.8270820443e+03 1.3832411659e+03
3.0895213909e+03 1.2966966241e+03
3.2703468446e+03 1.2710093590e+03
3.0313808518e+03 1.4310969966e+03
3.0220666948e+03 1.4511164528e+03
3.1022611493e+03 1.3209064692e+03
6.7213164649e+02 2.4298505027e+03
7.4297228525e+02 2.4948045225e+03
1.3361008725e+03 2.7192486778e+03
3.2579790561e+03 1.2705865907e+03
2.8282148810e+03 1.4345270230e+03
