-7.7374897000e+03 -6.7145008100e+03
-7.6679463000e+03 -6.6780221700e+03
-7.6393673000e+03 -6.7679657500e+03
-7.7160637000e+03 -6.8460251400e+03
-7.7919094000e+03 -6.8968752800e+03
-7.8544490000e+03 -6.9593296400e+03
-7.8276208000e+03 -7.0425376700e+03
-7.8048940000e+03 -7.1233297000e+03
-7.8268494000e+03 -7.2062481700e+03
-7.8167935000e+03 -7.2940309200e+03
-7.7331630000e+03 -7.3316050500e+03
-7.6528971000e+03 -7.3557551500e+03
-7.5630213000e+03 -7.4000132700e+03
-7.4624443000e+03 -7.3943614100e+03
-7.3909134000e+03 -7.4288008800e+03
-7.3789410000e+03 -7.3408126700e+03
-7.3985630000e+03 -7.2530744200e+03
-7.3181481000e+03 -7.2318974900e+03
-7.2494419000e+03 -7.2876496700e+03
-7.1439147000e+03 -7.3368732500e+03
-7.1050133000e+03 -7.4191206200e+03
-7.1289423000e+03 -7.4967283600e+03
-7.1399713000e+03 -7.5834783300e+03
-7.1844191000e+03 -7.6590783400e+03
-7.2508970000e+03 -7.7166131000e+03
-7.2592243000e+03 -7.7722447800e+03
-7.2328013000e+03 -7.8507445600e+03
-7.1578768000e+03 -7.9034372700e+03
-7.0602268000e+03 -7.8858974800e+03
-7.0334446000e+03 -7.9810110600e+03
-6.9907013000e+03 -8.0634333300e+03
-6.9167735000e+03 -8.1142269300e+03
-6.8395945000e+03 -8.0804483500e+03
-6.8513668000e+03 -8.1998735000e+03
-6.8784602000e+03 -8.2836525800e+03
-6.7883105000e+03 -8.2789554100e+03
-6.7077216000e+03 -8.2382762400e+03
-6.6194305000e+03 -8.2244660900e+03
-6.5300752000e+03 -8.2263660900e+03
-6.4415825000e+03 -8.2383913600e+03
-6.3598666000e+03 -8.2694037800e+03
-6.3668474000e+03 -8.3560767600e+03
-6.3792420000e+03 -8.4421366900e+03
-6.3027845000e+03 -8.4947723400e+03
-6.2371458000e+03 -8.5368362300e+03
-6.1755834000e+03 -8.5846486300e+03
-6.2099411000e+03 -8.6758359700e+03
-6.1300019000e+03 -8.7190253500e+03
-6.0483478000e+03 -8.7192767800e+03
-5.9931574000e+03 -8.7896544700e+03
-5.9146147000e+03 -8.8453428000e+03
-5.8392364000e+03 -8.8907898000e+03
-5.7577512000e+03 -8.9399188800e+03
-5.6751780000e+03 -8.9039310600e+03
-5.6144971000e+03 -8.8346307200e+03
-5.5425092000e+03 -8.7973984000e+03
-5.5049791000e+03 -8.8704758300e+03
-5.5851238000e+03 -8.9100181700e+03
-5.6225241000e+03 -8.9922108100e+03
-5.5967670000e+03 -9.0787525200e+03
-5.6013801000e+03 -9.1718302000e+03
-5.6269162000e+03 -9.2581377200e+03
-5.6420225000e+03 -9.3486468700e+03
-5.6439697000e+03 -9.4407152900e+03
-5.6522059000e+03 -9.5326680300e+03
-5.6628496000e+03 -9.6246277500e+03
-5.6970935000e+03 -9.7111414900e+03
-5.7284621000e+03 -9.7987028400e+03
-5.7516335000e+03 -9.8886679700e+03
-5.7644934000e+03 -9.9916229700e+03
-5.7013779000e+03 -1.0079979150e+04
-5.6126545000e+03 -1.0098474500e+04
-5.5553579000e+03 -1.0165756370e+04
-5.5169926000e+03 -1.0245365140e+04
-5.5077402000e+03 -1.0339595050e+04
-5.5038044000e+03 -1.0434435930e+04
-5.5017618000e+03 -1.0529331460e+04
-5.4915896000e+03 -1.0623431240e+04
-5.4296864000e+03 -1.0696179130e+04
-5.3573604000e+03 -1.0760573120e+04
-5.3141070000e+03 -1.0888215980e+04
-5.2742435000e+03 -1.0975638680e+04
-5.2425209000e+03 -1.1066299430e+04
-5.1630693000e+03 -1.1125778880e+04
-5.0766418000e+03 -1.1169060460e+04
-4.9958290000e+03 -1.1221353400e+04
-4.9388216000e+03 -1.1299946890e+04
-4.9415287000e+03 -1.1391031440e+04
-5.0073077000e+03 -1.1464179190e+04
-5.0701802000e+03 -1.1539857360e+04
-5.1205928000e+03 -1.1626801620e+04
-5.1510679000e+03 -1.1723872380e+04
-5.1568964000e+03 -1.1828918180e+04
-5.2258992000e+03 -1.1893257640e+04
-5.3213831000e+03 -1.1893332660e+04
-5.4189995000e+03 -1.1900857040e+04
-5.5170904000e+03 -1.1890394170e+04
-5.6175257000e+03 -1.1873056520e+04
-5.6846771000e+03 -1.1955934740e+04
-5.7092243000e+03 -1.2050562690e+04
-5.6688829000e+03 -1.2130033650e+04
-5.6916109000e+03 -1.2233193640e+04
-5.6937051000e+03 -1.2332214960e+04
-5.6700998000e+03 -1.2420791370e+04
-5.6889945000e+03 -1.2519953310e+04
-5.7952051000e+03 -1.2511445700e+04
-5.8821179000e+03 -1.2467476230e+04
-6.0071303000e+03 -1.2472521160e+04
-6.0872792000e+03 -1.2419960070e+04
-6.1698113000e+03 -1.2364704930e+04
-6.2591391000e+03 -1.2404253680e+04
-6.3594601000e+03 -1.2405087380e+04
-6.4558019000e+03 -1.2387417830e+04
-6.5450391000e+03 -1.2347263660e+04
-6.6397153000e+03 -1.2332853750e+04
-6.7413355000e+03 -1.2351991070e+04
-6.8198540000e+03 -1.2408014710e+04
-6.8196105000e+03 -1.2521650580e+04
-6.8400188000e+03 -1.2595459230e+04
-6.9375356000e+03 -1.2565014750e+04
-7.0012209000e+03 -1.2636492870e+04
-7.0517489000e+03 -1.2716059320e+04
-7.1246125000e+03 -1.2779217590e+04
-7.1926880000e+03 -1.2840390150e+04
-7.2947478000e+03 -1.2826436570e+04
-7.3981950000e+03 -1.2831141810e+04
-7.5215203000e+03 -1.2877204600e+04
-7.5746154000e+03 -1.2963647700e+04
-7.6099946000e+03 -1.3057099950e+04
-7.6967691000e+03 -1.2986513030e+04
-7.7876345000e+03 -1.2949330080e+04
-7.8714502000e+03 -1.2973838560e+04
-7.9840236000e+03 -1.2960197480e+04
-8.0221578000e+03 -1.2870744540e+04
-8.0537299000e+03 -1.2778421360e+04
-8.1177275000e+03 -1.2675792110e+04
-8.2125153000e+03 -1.2639237970e+04
-8.3024299000e+03 -1.2604061610e+04
-8.3945419000e+03 -1.2571518690e+04
-8.4866433000e+03 -1.2544344420e+04
-8.5818800000e+03 -1.2543473970e+04
